Cust ID,Cust Name,Cust State,Emp ID,Employee Job Title,Employee Name,Number of Records,Order Total,Order Date,Order Num,Order Type,Price,Prod Category,Prod Name,Prod Number,Quantity,Sales Region
3371,Kary Turcotte,New Mexico,900018996,Senior Sales Associate,David Longman,1,29.99,27/12/17,1101749,Retail,29.99,Training Videos,Cloud Computing,TV803,1,S Central East
3483,Larkin Group,Texas,900018996,Senior Sales Associate,David Longman,1,53.94,12/01/18,1101857,Wholesale,8.99,Blueprints,Bsquare Robot Blueprint,BP102,6,S Central East
2301,Barton Inc.,Louisiana,900018996,Senior Sales Associate,David Longman,1,2475,22/01/18,1101923,Wholesale,225,Robot Kits,BYOR-3535,RK606,11,S Central East
2642,Daugherty Group,New Mexico,900018996,Senior Sales Associate,David Longman,1,558.87,23/01/18,1101930,Wholesale,42.99,Training Videos,Understanding 3D Printing,TV809,13,S Central East
3635,Marks Inc.,Texas,900018996,Senior Sales Associate,David Longman,1,164.89,26/01/18,1101949,Wholesale,14.99,eBooks,Photograph Drones,EB513,11,S Central East
2758,DuBuque Group,Texas,900018996,Senior Sales Associate,David Longman,1,356.5,30/01/18,1101971,Wholesale,15.5,eBooks,Fixed Wing Drones,EB508,23,S Central East
3963,Reichel and Sons,Oklahoma,900018996,Senior Sales Associate,David Longman,1,828,31/01/18,1101974,Wholesale,69,Drone Kits,BYOD-220,DK203,12,S Central East
2979,Gleason LLC,Louisiana,900018996,Senior Sales Associate,David Longman,1,11830,05/02/18,1102009,Wholesale,455,Drones,DTI-84 Drone,DS305,26,S Central East
3963,Reichel and Sons,Oklahoma,900018996,Senior Sales Associate,David Longman,1,149.94,24/02/18,1102122,Wholesale,24.99,eBooks,Building Your Own Drone,EB503,6,S Central East
2946,Gasparo Witcher,Texas,900018996,Senior Sales Associate,David Longman,1,189,04/03/18,1102180,Retail,189,Robot Kits,BYOR-1500,RK603,1,S Central East
3043,Halvorson LLC,Oklahoma,900018996,Senior Sales Associate,David Longman,1,8483,15/03/18,1102270,Retail,499,Drones,MICR-564K Drone,DS307,17,S Central East
3589,Lyda Gater,Texas,900018996,Senior Sales Associate,David Longman,1,54,20/04/18,1102498,Retail,54,Drone Kits,BYOD-100,DK201,1,S Central East
3760,Mufinella Nowakowski,Arkansas,900018996,Senior Sales Associate,David Longman,1,8.99,23/04/18,1102523,Retail,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,1,S Central East
3456,Krystle Hudson,Texas,900018996,Senior Sales Associate,David Longman,1,4.99,26/04/18,1102536,Retail,4.99,Blueprints,Cat Robot Blueprint,BP104,1,S Central East
4374,Vanya Pidgen,Louisiana,900018996,Senior Sales Associate,David Longman,1,10.99,29/04/18,1102552,Retail,10.99,Blueprints,QuadroCopter Blueprint,BP109,1,S Central East
2205,Allister Dysert,Texas,900018996,Senior Sales Associate,David Longman,1,7.99,30/04/18,1102564,Retail,7.99,Blueprints,Panda Robot Blueprint,BP108,1,S Central East
2937,Garald Mathews,Texas,900018996,Senior Sales Associate,David Longman,1,14.99,09/05/18,1102634,Retail,14.99,eBooks,Photograph Drones,EB513,1,S Central East
3582,Luettgen Security,Texas,900018996,Senior Sales Associate,David Longman,1,18450,19/05/18,1102707,Wholesale,225,Robot Kits,BYOR-3535,RK606,82,S Central East
2543,Clark Neve,Texas,900018996,Senior Sales Associate,David Longman,1,4.99,29/05/18,1102771,Retail,4.99,Blueprints,Cat Robot Blueprint,BP104,1,S Central East
3723,Minetta Walcar,Louisiana,900018996,Senior Sales Associate,David Longman,1,8.99,14/06/18,1102880,Retail,8.99,Blueprints,Bsquare Robot Blueprint,BP102,1,S Central East
2943,Garwin Keppe,Texas,900018996,Senior Sales Associate,David Longman,1,684,15/06/18,1102884,Retail,684,Robots,RQTE-554 Robot,RS705,1,S Central East
3766,Murphy LLC,Missouri,900018996,Senior Sales Associate,David Longman,1,87.5,19/06/18,1102912,Wholesale,17.5,eBooks,Understanding Arduino,EB520,5,S Central East
4449,Williamson Co.,Texas,900018996,Senior Sales Associate,David Longman,1,144,30/06/18,1103000,Wholesale,12,Blueprints,Ladybug Robot Blueprint,BP107,12,S Central East
2642,Daugherty Group,New Mexico,900018996,Senior Sales Associate,David Longman,1,1068,18/07/18,1103149,Wholesale,89,Drone Kits,BYOD-300,DK204,12,S Central East
4097,Sanford Group,Texas,900018996,Senior Sales Associate,David Longman,1,1498,02/08/18,1103266,Wholesale,214,Robot Kits,BYOR-3000,RK605,7,S Central East
2417,Brit Creelman,Texas,900018996,Senior Sales Associate,David Longman,1,4.99,13/08/18,1103344,Retail,4.99,Blueprints,Cat Robot Blueprint,BP104,1,S Central East
4119,Schroeder Library,Texas,900018996,Senior Sales Associate,David Longman,1,28665,18/08/18,1103385,Wholesale,455,Drones,DTI-84 Drone,DS305,63,S Central East
2774,Edan Nixon,Oklahoma,900018996,Senior Sales Associate,David Longman,1,4.99,20/08/18,1103396,Retail,4.99,Blueprints,Cat Robot Blueprint,BP104,1,S Central East
2900,Frami LLC,Louisiana,900018996,Senior Sales Associate,David Longman,1,34.93,22/08/18,1103412,Wholesale,4.99,Blueprints,Cat Robot Blueprint,BP104,7,S Central East
3911,Price Inc.,Texas,900018996,Senior Sales Associate,David Longman,1,209.94,23/08/18,1103423,Wholesale,34.99,Training Videos,Robotic Essentials,TV808,6,S Central East
3987,Richard Swift,Texas,900018996,Senior Sales Associate,David Longman,1,13.99,23/08/18,1103419,Retail,13.99,eBooks,Drone Building Essentials,EB507,1,S Central East
4339,Trantow Technologies,Mississippi,900018996,Senior Sales Associate,David Longman,1,137.5,25/08/18,1103435,Wholesale,27.5,Training Videos,Understanding Drone Regulations,TV811,5,S Central East
4265,Tedman Poplee,Texas,900018996,Senior Sales Associate,David Longman,1,395,28/08/18,1103460,Retail,395,Drones,DC-304 Drone,DS302,1,S Central East
3059,Hansiain Penny,Texas,900018996,Senior Sales Associate,David Longman,1,37.99,03/09/18,1103497,Retail,37.99,Training Videos,Drone Video Techniques,TV804,1,S Central East
2266,Arte Mell,Texas,900018996,Senior Sales Associate,David Longman,1,37.99,10/09/18,1103547,Retail,37.99,Training Videos,Drone Video Techniques,TV804,1,S Central East
3098,Hegmann Group,Arkansas,900018996,Senior Sales Associate,David Longman,1,119.9,10/09/18,1103546,Wholesale,11.99,Blueprints,Sleepy Eye Blueprint,BP110,10,S Central East
4097,Sanford Group,Texas,900018996,Senior Sales Associate,David Longman,1,71.92,10/09/18,1103549,Wholesale,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,8,S Central East
4498,Zonnya MacCallum,Texas,900018996,Senior Sales Associate,David Longman,1,44.95,17/09/18,1103590,Retail,44.95,Training Videos,Understanding Automation,TV810,1,S Central East
3147,Howe LLC,New Mexico,900018996,Senior Sales Associate,David Longman,1,299.4,18/09/18,1103596,Wholesale,24.95,eBooks,Multi Rotor Drones,EB512,12,S Central East
2155,Adams LLC,Texas,900018996,Senior Sales Associate,David Longman,1,49.9,23/09/18,1103623,Wholesale,4.99,Blueprints,Cat Robot Blueprint,BP104,10,S Central East
3804,Nick Zemlak,Mississippi,900018996,Senior Sales Associate,David Longman,1,910,28/09/18,1103666,Retail,455,Drones,DTI-84 Drone,DS305,2,S Central East
2393,Boycey Binford,Texas,900018996,Senior Sales Associate,David Longman,1,42.99,02/10/18,1103691,Retail,42.99,Training Videos,Understanding 3D Printing,TV809,1,S Central East
3635,Marks Inc.,Texas,900018996,Senior Sales Associate,David Longman,1,107.88,04/10/18,1103713,Wholesale,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,12,S Central East
3744,Mohr Group,Louisiana,900018996,Senior Sales Associate,David Longman,1,1790,05/10/18,1103716,Wholesale,179,Drone Kits,BYOD-550,DK209,10,S Central East
4298,Timmie Harbour,Louisiana,900018996,Senior Sales Associate,David Longman,1,20.95,13/10/18,1103755,Retail,20.95,eBooks,Helicopter Drones,EB511,1,S Central East
3571,Lottie Ilchuk,Texas,900018996,Senior Sales Associate,David Longman,1,214,18/10/18,1103796,Retail,214,Robot Kits,BYOR-3000,RK605,1,S Central East
2960,Georges Charity,Texas,900018996,Senior Sales Associate,David Longman,1,69,24/10/18,1103832,Retail,69,Drone Kits,BYOD-220,DK203,1,S Central East
2466,Carmelita Bredee,Texas,900018996,Senior Sales Associate,David Longman,1,69,29/10/18,1103865,Retail,69,Drone Kits,BYOD-220,DK203,1,S Central East
3803,Nicholle Lackney,Texas,900018996,Senior Sales Associate,David Longman,1,250,01/11/18,1103883,Retail,250,Drones,DX-145 Drone,DS306,1,S Central East
2539,Cirstoforo Kamien,Louisiana,900018996,Senior Sales Associate,David Longman,1,89,05/11/18,1103911,Retail,89,Drone Kits,BYOD-300,DK204,1,S Central East
4339,Trantow Technologies,Mississippi,900018996,Senior Sales Associate,David Longman,1,26.97,08/11/18,1103925,Wholesale,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,3,S Central East
2379,Bob O'Keefe,Missouri,900018996,Senior Sales Associate,David Longman,1,34.99,10/11/18,1103936,Retail,34.99,Training Videos,Robotic Essentials,TV808,1,S Central East
2402,Brekke Productions,Louisiana,900018996,Senior Sales Associate,David Longman,1,174.95,22/11/18,1104023,Wholesale,34.99,Training Videos,Robotic Essentials,TV808,5,S Central East
2301,Barton Inc.,Louisiana,900018996,Senior Sales Associate,David Longman,1,2700,29/11/18,1104056,Wholesale,450,Drones,DTD-7000 Drone,DS303,6,S Central East
2956,George Hackett,Texas,900018996,Senior Sales Associate,David Longman,1,23.99,04/12/18,1104093,Retail,23.99,eBooks,Articulated Robots,EB501,1,S Central East
3726,Miquela Peert,Louisiana,900018996,Senior Sales Associate,David Longman,1,167,25/12/18,1104252,Retail,167,Drone Kits,BYOD-500,DK208,1,S Central East
4359,Turner and Sons,Mississippi,900018996,Senior Sales Associate,David Longman,1,4095,04/01/19,1104336,Wholesale,455,Drones,DTI-84 Drone,DS305,9,S Central East
4168,Simonis Inc.,Texas,900018996,Senior Sales Associate,David Longman,1,216,10/01/19,1104373,Retail,54,Drone Kits,BYOD-100,DK201,4,S Central East
4119,Schroeder Library,Texas,900018996,Senior Sales Associate,David Longman,1,434.13,06/02/19,1104519,Wholesale,4.99,Blueprints,Cat Robot Blueprint,BP104,87,S Central East
3611,Mann LLC,Texas,900018996,Senior Sales Associate,David Longman,1,756,08/02/19,1104524,Wholesale,189,Robot Kits,BYOR-1500,RK603,4,S Central East
3461,Kuhn Group,Texas,900018996,Senior Sales Associate,David Longman,1,444.11,15/02/19,1104574,Wholesale,4.99,Blueprints,Cat Robot Blueprint,BP104,89,S Central East
3432,Koelpin and Sons,Texas,900018996,Senior Sales Associate,David Longman,1,14.97,19/02/19,1104604,Wholesale,4.99,Blueprints,Cat Robot Blueprint,BP104,3,S Central East
2961,Georgiana Yirrell,Texas,900018996,Senior Sales Associate,David Longman,1,8.99,20/02/19,1104612,Retail,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,1,S Central East
2642,Daugherty Group,New Mexico,900018996,Senior Sales Associate,David Longman,1,2250,24/02/19,1104642,Wholesale,450,Drones,DTD-7000 Drone,DS303,5,S Central East
2642,Daugherty Group,New Mexico,900018996,Senior Sales Associate,David Longman,1,199.8,28/02/19,1104676,Wholesale,49.95,Training Videos,AI for Educators,TV802,4,S Central East
3748,Monika Beamiss,Texas,900018996,Senior Sales Associate,David Longman,1,455,02/03/19,1104700,Retail,455,Drones,DTI-84 Drone,DS305,1,S Central East
3536,Lezlie McCague,Texas,900018996,Senior Sales Associate,David Longman,1,13.99,13/03/19,1104769,Retail,13.99,eBooks,Drone Building Essentials,EB507,1,S Central East
2846,Evan Tolworth,Louisiana,900018996,Senior Sales Associate,David Longman,1,189,14/03/19,1104785,Retail,189,Robot Kits,BYOR-1500,RK603,1,S Central East
3410,Ketti Moggle,Texas,900018996,Senior Sales Associate,David Longman,1,23.99,16/03/19,1104796,Retail,23.99,eBooks,Polar Robots,EB514,1,S Central East
3458,Kub LLC,Texas,900018996,Senior Sales Associate,David Longman,1,432,02/04/19,1104909,Wholesale,54,Drone Kits,BYOD-100,DK201,8,S Central East
3098,Hegmann Group,Arkansas,900018996,Senior Sales Associate,David Longman,1,311.87,10/04/19,1104972,Wholesale,23.99,eBooks,Articulated Robots,EB501,13,S Central East
2301,Barton Inc.,Louisiana,900018996,Senior Sales Associate,David Longman,1,239.88,17/04/19,1105024,Wholesale,19.99,eBooks,GPS Drones,EB509,12,S Central East
3849,Ortiz Inc.,Texas,900018996,Senior Sales Associate,David Longman,1,1371.02,20/04/19,1105040,Retail,13.99,eBooks,Drone Building Essentials,EB507,98,S Central East
3568,Lorne Lafaye,Texas,900018996,Senior Sales Associate,David Longman,1,42.99,24/04/19,1105061,Retail,42.99,Training Videos,Understanding 3D Printing,TV809,1,S Central East
2600,Cullan Keemer,Texas,900018996,Senior Sales Associate,David Longman,1,8.99,26/04/19,1105079,Retail,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,1,S Central East
2435,Brynne Bingley,Louisiana,900018996,Senior Sales Associate,David Longman,1,8.99,27/04/19,1105082,Retail,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,1,S Central East
3851,Owen Hauck,Missouri,900018996,Senior Sales Associate,David Longman,1,24.99,05/05/19,1105130,Retail,24.99,eBooks,Building Your Own Drone,EB503,1,S Central East
4359,Turner and Sons,Mississippi,900018996,Senior Sales Associate,David Longman,1,269.91,07/05/19,1105147,Wholesale,29.99,Training Videos,Virtual Reality Basics,TV813,9,S Central East
3744,Mohr Group,Louisiana,900018996,Senior Sales Associate,David Longman,1,98.89,08/05/19,1105158,Wholesale,8.99,Blueprints,Bsquare Robot Blueprint,BP102,11,S Central East
3461,Kuhn Group,Texas,900018996,Senior Sales Associate,David Longman,1,84.95,27/05/19,1105278,Wholesale,16.99,eBooks,RTF Drones,EB516,5,S Central East
3963,Reichel and Sons,Oklahoma,900018996,Senior Sales Associate,David Longman,1,50508,29/05/19,1105294,Wholesale,549,Robots,RCB-889 Robot,RS703,92,S Central East
2402,Brekke Productions,Louisiana,900018996,Senior Sales Associate,David Longman,1,1323,12/06/19,1105395,Wholesale,189,Robot Kits,BYOR-1500,RK603,7,S Central East
3461,Kuhn Group,Texas,900018996,Senior Sales Associate,David Longman,1,139.5,04/08/19,1105738,Wholesale,15.5,eBooks,Fixed Wing Drones,EB508,9,S Central East
2515,Cherice Frugier,Arkansas,900018996,Senior Sales Associate,David Longman,1,19.99,05/08/19,1105740,Retail,19.99,eBooks,GPS Drones,EB509,1,S Central East
3483,Larkin Group,Texas,900018996,Senior Sales Associate,David Longman,1,6141,16/08/19,1105821,Wholesale,69,Drone Kits,BYOD-220,DK203,89,S Central East
3558,Logan Legros,Texas,900018996,Senior Sales Associate,David Longman,1,14.99,16/08/19,1105820,Retail,14.99,eBooks,Photograph Drones,EB513,1,S Central East
3283,Jermaine Bowen,Texas,900018996,Senior Sales Associate,David Longman,1,8.99,18/08/19,1105828,Retail,8.99,Blueprints,Bsquare Robot Blueprint,BP102,1,S Central East
2394,Boyer LLC,Texas,900018996,Senior Sales Associate,David Longman,1,151.96,24/08/19,1105874,Wholesale,37.99,Training Videos,Drone Video Techniques,TV804,4,S Central East
4138,Sharl Clemmen,Texas,900018996,Senior Sales Associate,David Longman,1,883,27/08/19,1105893,Retail,883,Robots,RWW-75 Robot,RS706,1,S Central East
3720,Mills Inc.,Oklahoma,900018996,Senior Sales Associate,David Longman,1,2750,29/08/19,1105903,Wholesale,250,Drones,DX-145 Drone,DS306,11,S Central East
3963,Reichel and Sons,Oklahoma,900018996,Senior Sales Associate,David Longman,1,124.75,29/08/19,1105906,Wholesale,24.95,eBooks,Building Your First Robot,EB502,5,S Central East
4346,Treutel Group,New York,900016416,Sales Associate IV,Doreen Hatton,1,4833,03/09/17,1100951,Wholesale,179,Drone Kits,BYOD-550,DK209,27,Northeast
2729,Donielle Bumpass,New York,900016416,Sales Associate IV,Doreen Hatton,1,36.99,12/09/17,1101011,Retail,36.99,Training Videos,Aerial Security,TV801,1,Northeast
4223,Stoltenberg LLC,New York,900016416,Sales Associate IV,Doreen Hatton,1,139.9,16/09/17,1101039,Wholesale,13.99,eBooks,Drone Building Essentials,EB507,10,Northeast
3556,LMD Resources,New Hampshire,900016416,Sales Associate IV,Doreen Hatton,1,345,17/09/17,1101046,Wholesale,69,Drone Kits,BYOD-220,DK203,5,Northeast
3889,Peter Grimes,Maine,900016416,Sales Associate IV,Doreen Hatton,1,49,21/09/17,1101075,Retail,49,Training Videos,Mapping with Drones,TV806,1,Northeast
4227,Stroman Inc.,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,490,24/09/17,1101093,Wholesale,49,Training Videos,Mapping with Drones,TV806,10,Northeast
4407,Waelchi Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,52.5,30/09/17,1101130,Wholesale,17.5,eBooks,Understanding Arduino,EB520,3,Northeast
2617,D'Amore LLC,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,139.93,02/10/17,1101145,Wholesale,19.99,eBooks,GPS Drones,EB509,7,Northeast
3041,Hahn-Hand,Massachusetts,900016416,Sales Associate IV,Doreen Hatton,1,2994,03/10/17,1101153,Wholesale,499,Drones,MICR-564K Drone,DS307,6,Northeast
2877,Ferry Group,New Jersey,900016416,Sales Associate IV,Doreen Hatton,1,1323,12/10/17,1101205,Wholesale,189,Robot Kits,BYOR-1500,RK603,7,Northeast
3459,Kuhic Inc.,Connecticut,900016416,Sales Associate IV,Doreen Hatton,1,58.5,12/10/17,1101209,Wholesale,19.5,eBooks,Understanding Artificial Intelligence,EB521,3,Northeast
4112,Schaefer Inc.,Massachusetts,900016416,Sales Associate IV,Doreen Hatton,1,595,13/10/17,1101214,Wholesale,119,Drone Kits,BYOD-400,DK206,5,Northeast
4358,Turcotte Corp,New York,900016416,Sales Associate IV,Doreen Hatton,1,4806,14/10/17,1101228,Wholesale,54,Drone Kits,BYOD-100,DK201,89,Northeast
2286,Bahringer Group,New Hampshire,900016416,Sales Associate IV,Doreen Hatton,1,54.89,24/10/17,1101301,Wholesale,4.99,Blueprints,Cat Robot Blueprint,BP104,11,Northeast
3535,Lexis Mitcheson,New York,900016416,Sales Associate IV,Doreen Hatton,1,119,30/10/17,1101346,Retail,119,Drone Kits,BYOD-400,DK206,1,Northeast
3443,Kreiger LLC,New York,900016416,Sales Associate IV,Doreen Hatton,1,59.96,06/11/17,1101402,Wholesale,14.99,eBooks,Photograph Drones,EB513,4,Northeast
2706,Dickens LLC,Connecticut,900016416,Sales Associate IV,Doreen Hatton,1,65.94,14/11/17,1101452,Wholesale,10.99,Blueprints,QuadroCopter Blueprint,BP109,6,Northeast
3028,Guthry Moatt,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,23.99,14/11/17,1101453,Retail,23.99,eBooks,Articulated Robots,EB501,1,Northeast
3926,Rahel Sawford,New York,900016416,Sales Associate IV,Doreen Hatton,1,167,19/11/17,1101482,Retail,167,Drone Kits,BYOD-500,DK208,1,Northeast
3232,Janeta MacKeague,New York,900016416,Sales Associate IV,Doreen Hatton,1,399,28/11/17,1101528,Retail,399,Drones,DA-SA702 Drone,DS301,1,Northeast
3041,Hahn-Hand,Massachusetts,900016416,Sales Associate IV,Doreen Hatton,1,2765,04/12/17,1101581,Wholesale,395,Drones,DC-304 Drone,DS302,7,Northeast
3141,Homenick Group,New York,900016416,Sales Associate IV,Doreen Hatton,1,5915,05/12/17,1101593,Wholesale,455,Drones,DTI-84 Drone,DS305,13,Northeast
3322,Johnson LLC,New Jersey,900016416,Sales Associate IV,Doreen Hatton,1,2140,13/12/17,1101650,Wholesale,214,Robot Kits,BYOR-3000,RK605,10,Northeast
3986,Rice Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,17100,14/12/17,1101658,Wholesale,225,Robot Kits,BYOR-3535,RK606,76,Northeast
4407,Waelchi Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,19168,14/12/17,1101661,Wholesale,599,Robots,RXW-9807 Robot,RS707,32,Northeast
2333,Benedicta Murty,New York,900016416,Sales Associate IV,Doreen Hatton,1,23.99,17/12/17,1101678,Retail,23.99,eBooks,Articulated Robots,EB501,1,Northeast
3071,Harriott Essex,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,9.99,19/12/17,1101688,Retail,9.99,Blueprints,All Eyes Drone Blueprint,BP101,1,Northeast
3459,Kuhic Inc.,Connecticut,900016416,Sales Associate IV,Doreen Hatton,1,567,22/12/17,1101711,Wholesale,189,Robot Kits,BYOR-1500,RK603,3,Northeast
4414,Walter LTD,New York,900016416,Sales Associate IV,Doreen Hatton,1,1410.17,24/12/17,1101724,Wholesale,16.99,eBooks,Delta Robots,EB506,83,Northeast
2799,Elle Mraz,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,856,28/12/17,1101756,Retail,214,Robot Kits,BYOR-3000,RK605,4,Northeast
2667,Deckow Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,349.9,01/01/18,1101776,Wholesale,34.99,Training Videos,Robotic Essentials,TV808,10,Northeast
2749,Doug Harris,Massachusetts,900016416,Sales Associate IV,Doreen Hatton,1,24.95,01/01/18,1101777,Retail,24.95,eBooks,Building Your First Robot,EB502,1,Northeast
3556,LMD Resources,New Hampshire,900016416,Sales Associate IV,Doreen Hatton,1,973.05,03/01/18,1101790,Wholesale,24.95,eBooks,Building Your First Robot,EB502,39,Northeast
3459,Kuhic Inc.,Connecticut,900016416,Sales Associate IV,Doreen Hatton,1,199.6,13/01/18,1101867,Wholesale,24.95,eBooks,Multi Rotor Drones,EB512,8,Northeast
4227,Stroman Inc.,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,1750,15/01/18,1101878,Wholesale,250,Drones,DX-145 Drone,DS306,7,Northeast
2474,Carroll Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,890,16/01/18,1101885,Wholesale,89,Drone Kits,BYOD-300,DK204,10,Northeast
2216,Altenwerth and Sons,New York,900016416,Sales Associate IV,Doreen Hatton,1,269.91,22/01/18,1101922,Wholesale,29.99,Training Videos,Cloud Computing,TV803,9,Northeast
2993,Goodwin Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,549.45,01/02/18,1101979,Wholesale,49.95,Training Videos,AI for Educators,TV802,11,Northeast
4407,Waelchi Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,3568.98,06/02/18,1102019,Wholesale,34.99,Training Videos,Robotic Essentials,TV808,102,Northeast
3660,Matthew Duncan,New York,900016416,Sales Associate IV,Doreen Hatton,1,19.5,09/02/18,1102035,Retail,19.5,eBooks,Understanding Artificial Intelligence,EB521,1,Northeast
4173,Smith Technologies,New York,900016416,Sales Associate IV,Doreen Hatton,1,441,15/02/18,1102071,Wholesale,49,Training Videos,Mapping with Drones,TV806,9,Northeast
2617,D'Amore LLC,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,2095.8,24/02/18,1102129,Wholesale,24.95,eBooks,Multi Rotor Drones,EB512,84,Northeast
2306,Basile Setterthwait,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,44.95,25/02/18,1102132,Retail,44.95,Training Videos,Understanding Automation,TV810,1,Northeast
2391,Botsford Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,131.89,03/03/18,1102177,Wholesale,11.99,Blueprints,Sleepy Eye Blueprint,BP110,11,Northeast
4397,Vitoria Leadstone,Connecticut,900016416,Sales Associate IV,Doreen Hatton,1,42.99,05/03/18,1102192,Retail,42.99,Training Videos,Understanding 3D Printing,TV809,1,Northeast
4268,Teresita Craik,New Jersey,900016416,Sales Associate IV,Doreen Hatton,1,20.95,07/03/18,1102205,Retail,20.95,eBooks,Helicopter Drones,EB511,1,Northeast
3173,Ines Flanigan,New York,900016416,Sales Associate IV,Doreen Hatton,1,24.99,10/03/18,1102231,Retail,24.99,eBooks,Building Your Own Drone,EB503,1,Northeast
3931,Ralph Moren,New York,900016416,Sales Associate IV,Doreen Hatton,1,12,16/03/18,1102271,Retail,12,Blueprints,Upside Down Robot Blueprint,BP110,1,Northeast
3443,Kreiger LLC,New York,900016416,Sales Associate IV,Doreen Hatton,1,1160.73,19/03/18,1102296,Wholesale,42.99,Training Videos,Understanding 3D Printing,TV809,27,Northeast
3450,Krishnah Sitch,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,499,06/04/18,1102401,Retail,499,Drones,MICR-564K Drone,DS307,1,Northeast
4290,Thompson Inc.,Massachusetts,900016416,Sales Associate IV,Doreen Hatton,1,2695,11/04/18,1102432,Wholesale,245,Robot Kits,BYOR-4005,RK607,11,Northeast
4358,Turcotte Corp,New York,900016416,Sales Associate IV,Doreen Hatton,1,671.16,16/04/18,1102481,Wholesale,7.99,Blueprints,Panda Robot Blueprint,BP108,84,Northeast
4223,Stoltenberg LLC,New York,900016416,Sales Associate IV,Doreen Hatton,1,7192,26/04/18,1102535,Wholesale,899,Robots,MICR-23K Robot,RS702,8,Northeast
2405,Brent Herzog,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,15.5,04/05/18,1102593,Retail,15.5,eBooks,Fixed Wing Drones,EB508,1,Northeast
4358,Turcotte Corp,New York,900016416,Sales Associate IV,Doreen Hatton,1,3640,11/05/18,1102649,Wholesale,455,Drones,DTI-84 Drone,DS305,8,Northeast
2252,Anya Burghall,Massachusetts,900016416,Sales Associate IV,Doreen Hatton,1,446,15/05/18,1102678,Retail,223,Robot Kits,BYOR-3535,RK606,2,Northeast
2197,Alfred Piggin,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,49,17/05/18,1102691,Retail,49,Training Videos,Industrial 3D Printing,TV805,1,Northeast
3141,Homenick Group,New York,900016416,Sales Associate IV,Doreen Hatton,1,98.89,20/05/18,1102712,Wholesale,8.99,Blueprints,Hexacopter Drone Blueprint,BP106,11,Northeast
3269,Jemimah Gamage,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,4.99,21/05/18,1102714,Retail,4.99,Blueprints,Cat Robot Blueprint,BP104,1,Northeast
2706,Dickens LLC,Connecticut,900016416,Sales Associate IV,Doreen Hatton,1,5391,29/05/18,1102770,Wholesale,599,Robots,RXW-9807 Robot,RS707,9,Northeast
4385,Veum Group,New York,900016416,Sales Associate IV,Doreen Hatton,1,295.92,29/05/18,1102774,Wholesale,36.99,Training Videos,Aerial Security,TV801,8,Northeast
2936,Gamaliel McCusker,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,19.5,03/06/18,1102797,Retail,19.5,eBooks,Understanding Artificial Intelligence,EB521,1,Northeast
4236,Swift Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,249.5,14/06/18,1102878,Wholesale,24.95,eBooks,Building Your First Robot,EB502,10,Northeast
4407,Waelchi Inc.,New York,900016416,Sales Associate IV,Doreen Hatton,1,7947,14/06/18,1102872,Wholesale,883,Robots,RWW-75 Robot,RS706,9,Northeast
2803,Elly Lafay,Pennsylvania,900016416,Sales Associate IV,Doreen Hatton,1,89,16/06/18,1102891,Retail,89,Drone Kits,BYOD-300,DK204,1,Northeast
2921,Funk and Sons,Connecticut,900016416,Sales Associate IV,Doreen Hatton,1,2700,16/06/18,1102887,Wholesale,225,Robot Kits,BYOR-3535,RK606,12,Northeast
4346,Treutel Group,New York,900016416,Sales Associate IV,Doreen Hatton,1,8830,25/06/18,1102964,Wholesale,883,Robots,RWW-75 Robot,RS706,10,Northeast
3443,Kreiger LLC,New York,900016416,Sales Associate IV,Doreen Hatton,1,132,30/06/18,1103004,Wholesale,12,Blueprints,Upside Down Robot Blueprint,BP110,11,Northeast
